Item_Id,Date,State_of_Country,Market_Category,Product_Category,Grade,Demand,High_Cap_Price,prediction
IT_266752,2014-01-29,0,0,0,0,4.1,14447,4061.2606062728128
IT_266786,2014-01-29,17,358,0,3,3.3,26288,8186.603
IT_266806,2014-01-29,21,353,0,0,1.2,11070,6717.745975594577
IT_266825,2014-01-30,7,27,0,0,10.8,25900,14434.829500000003
IT_266833,2014-01-30,0,3,0,0,0.3,6148,3672.4684592801823
IT_266836,2014-01-30,0,364,1,0,0.2,3618,2325.3410693490046
IT_266842,2014-01-30,0,268,0,2,1.3,6227,2644.693561341357
IT_266855,2014-01-30,0,294,0,2,1.1,14880,5135.157203924161
IT_266915,2014-01-30,4,304,0,0,0.5,24052,14995.650333333335
IT_266927,2014-01-30,17,358,0,3,14.8,21288,4521.5245
IT_266950,2014-01-30,20,389,0,2,1.2,16026,6350.682755669995
IT_266955,2014-01-30,20,137,0,0,1.2,24969,8012.290166666666
IT_266974,2014-01-30,21,330,10,2,0.7,13729,8098.295166666666
IT_266977,2014-01-30,21,441,10,0,21.4,10719,7565.0753041016715
IT_266981,2014-01-30,21,37,0,0,9.3,11639,8101.103547619047
IT_266983,2014-01-30,21,310,0,0,6.1,10970,6760.196941433088
IT_266988,2014-01-30,21,353,0,0,1.4,11917,6678.292166666665
IT_266993,2014-01-30,21,355,0,2,2.6,11374,6405.951642857144
IT_266994,2014-01-30,21,446,10,0,41.3,11699,8043.596071428572
IT_266996,2014-01-30,21,274,10,0,0.9,15814,8660.899833333335
IT_266999,2014-01-30,21,449,10,0,3.6,10636,7515.888646209854
IT_267001,2014-01-30,21,345,14,0,10.0,15536,8660.899833333335
IT_267003,2014-01-30,21,312,0,0,1.9,12175,6818.901166666666
IT_267004,2014-01-30,21,338,0,0,1.8,11200,6957.511105411582
IT_267019,2014-01-30,5,98,0,0,11.6,5912,1542.673653088887
IT_267026,2014-01-31,7,203,0,0,9.3,31870,15921.562761904761
IT_267049,2014-01-31,0,268,0,2,5.1,10366,3037.7198146885185
IT_267067,2014-01-31,0,436,1,0,1.6,4666,1974.8159280005225
IT_267121,2014-01-31,17,358,0,3,5.4,22595,5716.162234262434
IT_267125,2014-01-31,18,23,5,2,0.0,3590,1488.2303561808558
IT_267130,2014-01-31,20,55,0,2,3.4,6935,2555.114976025321
IT_267169,2014-01-31,21,310,0,0,7.9,11225,6893.293629221107
IT_267181,2014-01-31,21,449,10,0,2.4,12236,8394.775714285715
IT_267189,2014-01-31,21,338,0,0,1.2,11034,6771.032475594578
IT_267194,2014-01-31,21,360,10,0,0.5,12881,6468.707833333335
IT_267202,2014-01-31,5,90,0,0,59.6,8731,2248.015344050259
IT_267243,2014-02-01,0,436,1,0,2.1,4629,1593.1666022837637
IT_267326,2014-02-01,21,310,0,0,8.0,10997,6730.480631909278
IT_267328,2014-02-01,21,353,0,0,1.1,10950,6840.522959303852
IT_267333,2014-02-01,21,355,0,2,2.5,10800,7414.441278832349
IT_267401,2014-02-02,0,436,1,0,1.7,4440,1793.9860504043813
IT_267411,2014-02-02,0,320,0,1,14.0,12722,4830.494055582866
IT_267468,2014-02-02,18,23,5,2,0.0,3151,1445.2428977529355
IT_267471,2014-02-02,18,23,11,0,0.0,8058,4565.836920789298
IT_267474,2014-02-02,18,23,12,0,0.0,9188,5496.824875913408
IT_267476,2014-02-02,20,55,0,2,1.6,8472,2721.5726309855154
IT_267495,2014-02-02,20,137,0,0,1.8,20983,4654.36344114318
IT_267513,2014-02-02,21,330,10,2,1.7,13996,8113.154833333331
IT_267517,2014-02-02,21,37,0,0,23.1,11038,7635.373846194994
IT_267519,2014-02-02,21,443,0,2,1.1,8021,5729.420383740442
IT_267534,2014-02-02,21,449,10,0,2.3,11153,7783.9050101734865
IT_267544,2014-02-02,21,338,0,0,1.7,10117,7426.892977832924
IT_267555,2014-02-02,5,108,0,0,113.3,6071,1619.829077547696
IT_267556,2014-02-02,5,90,0,0,29.4,7531,2068.5953148139974
IT_267599,2014-02-03,0,282,0,2,6.6,5950,1835.122476264085
IT_267604,2014-02-03,0,436,1,0,2.4,6157,2691.944742267668
IT_267652,2014-02-03,17,228,0,3,444.7,14598,4079.6694512987015
IT_267654,2014-02-03,17,11,0,3,686.8,1879,424.0811666666666
IT_267656,2014-02-03,18,23,5,2,0.0,3454,1445.150319654882
IT_267662,2014-02-03,20,55,0,2,0.4,4221,2504.554084252987
IT_267707,2014-02-03,21,330,10,2,2.2,13145,6715.528
IT_267711,2014-02-03,21,37,0,0,16.7,9838,6756.418257092199
IT_267713,2014-02-03,21,443,0,2,1.9,7638,5334.737311947262
IT_267714,2014-02-03,21,310,0,0,6.6,10408,7618.327287147964
IT_267721,2014-02-03,21,134,10,0,22.2,12951,6317.709500000001
IT_267735,2014-02-03,21,365,0,0,0.2,6838,4991.857756735805
IT_267764,2014-02-04,23,183,0,2,427.2,27704,12432.790833333338
IT_267808,2014-02-04,0,436,1,0,2.4,4410,1735.4640334097994
IT_267819,2014-02-04,0,320,0,1,10.7,12794,4172.678755797471
IT_267844,2014-02-04,1,132,0,0,739.2,9589,1983.6729991952493
IT_267885,2014-02-04,18,23,5,2,0.0,3326,1144.682917954956
IT_267929,2014-02-04,21,330,10,2,2.4,13202,7913.317000000001
IT_267932,2014-02-04,21,441,10,0,27.7,10323,7625.329870251266
IT_267938,2014-02-04,21,443,0,2,1.6,7577,5506.279738427008
IT_267939,2014-02-04,21,310,0,0,9.1,9352,7093.31504889937
IT_267944,2014-02-04,21,353,0,0,1.7,11706,6666.118952380954
IT_267945,2014-02-04,21,134,10,0,25.5,13146,6810.983499999999
IT_267951,2014-02-04,21,446,10,0,47.8,10059,7357.705231797188
IT_267954,2014-02-04,21,274,10,0,1.9,13411,7734.6996666666655
IT_267957,2014-02-04,21,365,0,0,0.3,6827,4996.723304354853
IT_267970,2014-02-04,21,65,0,0,155.1,6027,4236.0865098506065
IT_268027,2014-02-05,0,320,0,0,17.6,21931,3849.1645833333337
IT_268040,2014-02-05,20,55,0,2,3.1,5176,2294.26455135775
IT_268075,2014-02-05,21,14,11,0,5.4,9439,6781.073944606877
IT_268107,2014-02-06,0,3,0,0,0.9,2874,1619.6689047223051
IT_268195,2014-02-06,4,270,0,0,0.9,22499,15701.35254761905
IT_268249,2014-02-06,21,330,10,2,3.6,14017,8167.493666666665
IT_268250,2014-02-06,21,437,10,0,66.8,10038,7534.666200828156
IT_268256,2014-02-06,21,37,0,0,27.7,10287,7415.134843612696
IT_268259,2014-02-06,21,310,0,0,0.0,10273,7518.280239552031
IT_268265,2014-02-06,21,134,10,0,26.4,13114,5751.029333333334
IT_268272,2014-02-06,21,446,10,0,53.2,9550,7020.7166623376625
IT_268275,2014-02-06,21,274,10,0,2.0,12961,6301.468833333333
IT_268284,2014-02-06,21,312,0,0,3.0,10382,7579.072925818503
IT_268285,2014-02-06,21,338,0,0,1.2,9307,6815.969708674127
IT_268300,2014-02-06,5,90,0,0,17.8,7291,2090.1938190894416
IT_268323,2014-02-07,0,364,1,0,0.3,4657,2800.4673639056123
IT_268331,2014-02-07,0,268,0,2,5.0,5730,1688.6494277505203
IT_268364,2014-02-07,0,320,0,1,5.0,27416,5901.992611111112
IT_268398,2014-02-07,17,358,0,3,15.4,13749,3266.2737782372774
IT_268400,2014-02-07,18,23,5,2,0.0,3434,1462.866152988215
IT_268406,2014-02-07,20,55,0,2,2.6,5694,2183.417586187797
IT_268447,2014-02-07,21,330,10,2,4.9,12451,6679.128666666666
IT_268455,2014-02-07,21,310,0,0,6.4,10973,6745.41027476642
IT_268463,2014-02-07,21,340,0,0,9.8,8823,5982.552082108613
IT_268469,2014-02-07,21,274,10,0,2.2,12470,6750.883333333332
IT_268472,2014-02-07,21,365,0,0,0.2,6537,4527.402379584844
IT_268475,2014-02-07,21,356,14,0,28.3,16165,8660.899833333335
IT_268476,2014-02-07,21,231,15,0,2.8,10252,7555.3401829276745
IT_268486,2014-02-07,21,65,0,0,310.7,6161,4257.25075
IT_268497,2014-02-07,22,230,0,1,30.0,14391,9205.488857142855
IT_268517,2014-02-08,0,364,1,0,0.2,4172,2620.1115782363345
IT_268552,2014-02-08,0,450,0,0,7.5,17259,3281.906140374332
IT_268591,2014-02-08,1,132,0,0,540.3,11261,1985.3771904761907
IT_268630,2014-02-08,20,55,0,2,1.9,6473,2621.9885436822788
IT_268644,2014-02-08,20,148,0,0,0.7,3260,1927.7068061433465
IT_268651,2014-02-08,20,137,0,0,3.2,13619,5575.180803711613
IT_268669,2014-02-08,21,330,10,2,5.7,13630,8191.1245
IT_268672,2014-02-08,21,441,10,0,39.0,10569,7513.24525675153
IT_268678,2014-02-08,21,310,0,0,7.3,9955,7136.449592879592
IT_268683,2014-02-08,21,353,0,0,1.1,11190,6814.825044334977
IT_268690,2014-02-08,21,355,0,2,10.0,9528,6859.376303896138
IT_268695,2014-02-08,21,274,10,0,2.2,13028,6183.648833333333
IT_268719,2014-02-08,21,453,0,0,1.7,9188,6626.168008006966
IT_268734,2014-02-09,7,203,0,0,9.3,30356,15921.562761904761
IT_268756,2014-02-09,0,268,0,2,19.9,5793,1569.400996899071
IT_268834,2014-02-09,8,140,1,2,46.2,2391,1108.0423348574552
IT_268841,2014-02-09,20,55,0,2,1.3,5018,2947.6281018905825
IT_268890,2014-02-09,21,37,0,0,35.9,9916,7406.605813852815
IT_268893,2014-02-09,21,310,0,0,5.7,10603,7349.876936291116
IT_268904,2014-02-09,21,446,10,0,56.8,9237,6620.711166666667
IT_268906,2014-02-09,21,274,10,0,2.2,11513,6603.442952380952
IT_268909,2014-02-09,21,449,10,0,4.2,10289,7481.752123698331
IT_268912,2014-02-09,21,231,15,0,3.6,9719,6936.431898164009
IT_268958,2014-02-10,0,364,1,0,0.2,3898,2467.6015136954547
IT_268994,2014-02-10,0,320,0,1,7.0,21692,5364.902142857143
IT_269018,2014-02-10,20,55,0,2,1.9,7188,2626.1346931658
IT_269029,2014-02-10,20,148,0,0,1.1,3326,1600.7654048360573
IT_269056,2014-02-10,21,310,0,0,11.1,9410,6787.210428311623
IT_269067,2014-02-10,21,355,0,2,7.8,10916,6743.411853713789
IT_269105,2014-02-11,0,364,1,0,0.3,4403,2706.833519521695
IT_269172,2014-02-11,20,55,0,2,1.0,5004,2936.8345500884566
IT_269213,2014-02-11,21,443,0,2,1.9,8270,5782.329630007711
IT_269221,2014-02-11,21,353,0,0,1.8,11687,6682.157285714288
IT_269236,2014-02-11,21,449,10,0,4.2,11412,8148.145023809525
IT_269267,2014-02-12,0,3,0,0,0.4,4144,2599.8216920704126
IT_269290,2014-02-12,0,286,0,0,0.2,5906,3225.774923971132
IT_269308,2014-02-12,1,132,0,0,281.1,11120,1888.5185701301796
IT_269317,2014-02-12,20,55,0,2,3.1,4631,1771.7916954822729
IT_269327,2014-02-12,20,115,0,0,0.5,4952,3081.55035996112
IT_269384,2014-02-13,0,364,1,0,0.3,5009,2749.312721567453
IT_269420,2014-02-13,0,450,0,0,6.6,4432,1682.7452435384873
IT_269451,2014-02-13,1,132,0,0,389.6,11399,2154.0896904761908
IT_269468,2014-02-13,18,23,6,2,2229.0,3297,1084.8705921685005
IT_269520,2014-02-13,21,296,0,0,0.0,9809,7021.35025268533
IT_269525,2014-02-13,21,37,0,0,31.4,9179,6720.963242008318
IT_269528,2014-02-13,21,310,0,0,10.1,9004,6443.562535919931
IT_269532,2014-02-13,21,353,0,0,1.7,10889,7182.825912876023
IT_269540,2014-02-13,21,446,10,0,57.2,8869,6247.10139773732
IT_269546,2014-02-13,21,449,10,0,2.8,9577,6864.67571389834
IT_269559,2014-02-13,21,65,0,0,475.5,5835,4212.878097222223
IT_269606,2014-02-14,0,268,0,2,13.0,5344,1460.856915877441
IT_269639,2014-02-14,0,320,0,0,5.8,26118,5037.538694444444
IT_269689,2014-02-14,20,55,0,2,3.0,7462,3150.7665673168904
IT_269705,2014-02-14,20,148,0,0,0.5,4090,2465.6847438265017
IT_269742,2014-02-14,21,310,0,0,16.5,7613,5523.433840460564
IT_269748,2014-02-14,21,14,11,0,20.8,8271,5903.827040263288
IT_269759,2014-02-14,21,449,10,0,3.4,10171,7395.14178828585
IT_269769,2014-02-14,21,338,0,0,1.6,8672,6263.259307993909
IT_269784,2014-02-14,5,121,0,0,4.8,4171,1786.6508382196057
IT_269785,2014-02-14,5,98,0,0,7.2,4212,1585.3787702303212
IT_269813,2014-02-15,0,268,0,2,20.8,5779,1559.8576635657375
IT_269834,2014-02-15,0,282,0,2,9.6,7419,2756.278571727921
IT_269899,2014-02-15,18,23,14,2,3192.5,4568,1441.3079881463723
IT_269900,2014-02-15,18,23,5,2,0.0,3841,1599.7311666666665
IT_269903,2014-02-15,18,23,12,2,0.0,12520,3804.108541025248
IT_269907,2014-02-15,20,55,0,2,5.7,4911,1957.8386075575077
IT_269923,2014-02-15,20,148,0,0,2.3,4031,1709.149870911061
IT_269943,2014-02-15,20,116,0,0,0.9,7061,3141.1818465407728
IT_269964,2014-02-15,21,310,0,0,19.0,7580,5546.265546504521
IT_269969,2014-02-15,21,353,0,0,2.4,11474,6627.308952380953
IT_269971,2014-02-15,21,14,11,0,15.3,7612,5426.929243939795
IT_269976,2014-02-15,21,446,10,0,64.1,8957,6113.197424913167
IT_269984,2014-02-15,21,231,15,0,2.3,10066,7320.379969743792
IT_269996,2014-02-15,21,65,0,0,516.3,6422,4113.459811111111
IT_270011,2014-02-15,22,230,0,1,33.4,13334,7293.749357142857
IT_270025,2014-02-16,0,3,0,0,0.8,4366,2390.64330235136
IT_270029,2014-02-16,0,70,0,0,0.6,6313,3221.258869319402
IT_270036,2014-02-16,0,268,0,2,13.1,5155,1458.3580384804131
IT_270057,2014-02-16,0,294,0,2,15.4,8033,2507.208019049608
IT_270086,2014-02-16,20,55,0,2,0.5,3415,1622.203111799062
IT_270129,2014-02-16,21,449,10,0,3.5,9746,7083.984134551161
IT_270157,2014-02-17,0,364,1,0,0.4,4747,2720.4959572958523
IT_270254,2014-02-17,4,297,0,0,0.7,16977,12217.585833333333
IT_270264,2014-02-17,18,23,12,2,0.0,11237,4602.024056288512
IT_270268,2014-02-17,20,55,0,2,0.9,4208,2315.8280654899186
IT_270282,2014-02-17,20,148,0,0,1.8,3718,1762.4315000037095
IT_270297,2014-02-17,20,115,0,0,0.4,3912,2667.7940288706386
IT_270330,2014-02-17,21,353,0,0,3.0,10362,7605.961925818503
IT_270332,2014-02-17,21,14,11,0,16.9,7954,5630.187443463801
IT_270341,2014-02-17,21,365,0,0,1.4,5623,3786.381926086481
IT_270342,2014-02-17,21,449,10,0,4.6,9967,7386.147020636811
IT_270394,2014-02-18,0,364,1,0,0.2,4433,2538.3430896971327
IT_270427,2014-02-18,0,436,1,0,2.7,5420,2334.301495270568
IT_270428,2014-02-18,0,450,0,2,8.1,17468,5266.770953297682
IT_270485,2014-02-18,20,55,0,2,2.9,4988,2250.9445522134456
IT_270500,2014-02-18,20,148,0,0,0.8,3188,1748.6148750245688
IT_270537,2014-02-18,21,310,0,0,9.6,6800,4857.94016563766
IT_270543,2014-02-18,21,353,0,0,3.2,10354,7572.389806770883
IT_270545,2014-02-18,21,14,11,0,21.2,8155,5835.220881553536
IT_270549,2014-02-18,21,446,10,0,63.1,8345,5959.580248996604
IT_270556,2014-02-18,21,365,0,0,0.6,6292,4420.316493986966
IT_270566,2014-02-18,21,338,0,0,2.7,7648,5587.269100878838
IT_270628,2014-02-19,0,320,0,0,15.8,21665,3810.5379166666667
IT_270642,2014-02-19,20,55,0,2,2.6,4725,2066.358192285235
IT_270674,2014-02-19,21,353,0,0,3.4,9652,6818.873515535731
IT_270675,2014-02-19,21,14,11,0,28.9,7325,5186.493025507172
IT_270682,2014-02-19,21,449,10,0,4.5,8713,6455.566468309079
IT_270716,2014-02-20,0,364,1,0,0.4,4841,2710.6002251139516
IT_270747,2014-02-20,0,282,0,2,22.4,8004,2982.8535632262983
IT_270839,2014-02-20,20,148,0,0,1.2,4347,2311.8032016257566
IT_270873,2014-02-20,21,437,10,0,95.8,6589,4609.650573100312
IT_270887,2014-02-20,21,14,11,0,28.9,7536,5442.281578540295
IT_270898,2014-02-20,21,449,10,0,4.4,9591,6859.322068719609
IT_270943,2014-02-21,0,364,1,0,0.3,3806,2470.760147019647
IT_270951,2014-02-21,0,268,0,2,15.0,5608,1621.6580324327547
IT_270974,2014-02-21,0,294,0,2,19.5,18767,6013.930833333333
IT_270980,2014-02-21,0,450,0,2,12.7,16091,5213.0678877192995
IT_271071,2014-02-21,20,148,0,0,1.0,3184,1597.4592398286927
IT_271121,2014-02-21,21,274,10,0,2.9,8867,6047.536313777518
IT_271158,2014-02-22,7,27,0,0,11.0,10176,5969.707285714287
IT_271172,2014-02-22,0,364,1,0,0.4,4325,2492.0321636314634
IT_271207,2014-02-22,0,450,0,0,0.0,5792,2909.838470827158
IT_271254,2014-02-22,17,358,0,3,22.7,23684,4173.199833333333
IT_271308,2014-02-22,21,310,0,0,0.0,6955,4969.762627949365
IT_271313,2014-02-22,21,134,10,0,18.8,10455,7523.886535369676
IT_271349,2014-02-23,7,27,0,0,13.2,11098,7415.910297619049
IT_271365,2014-02-23,0,364,1,0,0.4,4064,2286.4880351147867
