Item_Id,Date,State_of_Country,Market_Category,Product_Category,Grade,Demand,High_Cap_Price,prediction
IT_265339,2014-01-20,21,310,0,0,1.1,11346,7175.340229172767
IT_265341,2014-01-20,21,444,0,0,0.6,12203,7508.452395125615
IT_265349,2014-01-20,21,355,0,2,1.7,12483,6597.990080850183
IT_265350,2014-01-20,21,446,10,0,19.9,11834,7206.63527092744
IT_265360,2014-01-20,21,231,15,0,0.8,13278,7738.954262561872
IT_265379,2014-01-20,5,90,0,0,46.8,10890,4173.845612340128
IT_265382,2014-01-21,7,352,0,0,0.1,21240,12859.86463104605
IT_265417,2014-01-21,0,320,0,0,11.8,23935,5121.32618762815
IT_265448,2014-01-21,18,23,5,2,0.0,6181,2027.8081756782321
IT_265455,2014-01-21,20,55,0,2,0.2,7146,3802.118447511581
IT_265482,2014-01-21,21,296,0,0,0.0,12581,7457.130291727535
IT_265490,2014-01-21,21,310,0,0,1.7,10804,6957.805601644687
IT_265495,2014-01-21,21,353,0,0,0.7,13460,7526.21623070224
IT_265499,2014-01-21,21,355,0,2,1.7,11789,6703.715418491712
IT_265500,2014-01-21,21,446,10,0,25.1,12279,7224.942750312113
IT_265504,2014-01-21,21,274,10,0,0.2,15870,7444.607029312394
IT_265507,2014-01-21,21,449,10,0,1.1,12739,7180.904710365804
IT_265533,2014-01-22,0,0,0,0,1.0,15920,5297.497097736667
IT_265566,2014-01-22,0,320,0,0,47.8,25240,5292.4664670260545
IT_265568,2014-01-22,1,132,0,0,188.5,12361,2317.2832187757263
IT_265575,2014-01-22,17,358,0,3,2.1,21648,6556.323094031733
IT_265577,2014-01-22,20,55,0,2,0.8,7533,3547.9398325886054
IT_265581,2014-01-22,20,137,0,0,0.9,16698,7056.675469471217
IT_265611,2014-01-22,21,360,10,0,0.2,12869,7159.507149967906
IT_265615,2014-01-22,5,90,0,0,125.2,10353,3980.4070418239116
IT_265647,2014-01-23,0,294,0,2,3.6,14076,3447.630535080518
IT_265697,2014-01-23,17,38,0,3,69.7,21987,6726.869229256357
IT_265701,2014-01-23,18,23,5,1,0.0,6695,3641.3109026631805
IT_265702,2014-01-23,18,23,5,0,0.0,4649,2712.115613379457
IT_265703,2014-01-23,18,23,5,2,0.0,3022,1283.0508924662163
IT_265720,2014-01-23,20,137,0,0,0.7,19932,7455.744615675257
IT_265734,2014-01-23,21,330,10,2,1.0,13839,6570.128361887665
IT_265736,2014-01-23,21,441,10,0,11.2,11754,7207.607431076054
IT_265740,2014-01-23,21,37,0,0,3.4,12203,7077.553399447425
IT_265742,2014-01-23,21,310,0,0,2.0,12112,7207.72670280301
IT_265747,2014-01-23,21,353,0,0,0.4,12803,7344.1013604823465
IT_265751,2014-01-23,21,446,10,0,29.8,11672,7196.358548831797
IT_265757,2014-01-23,21,356,14,0,4.7,17101,7912.738830107047
IT_265792,2014-01-24,0,3,0,0,0.1,14260,5406.085756120477
IT_265816,2014-01-24,0,294,0,2,2.2,15268,4084.9618766866533
IT_265819,2014-01-24,0,436,1,0,8.2,4943,2287.7312751640175
IT_265866,2014-01-24,17,9,0,3,5.5,32876,9216.27352250761
IT_265869,2014-01-24,17,358,0,3,3.2,21662,5839.552085858628
IT_265874,2014-01-24,18,23,9,0,0.0,3946,2383.2281437783463
IT_265880,2014-01-24,20,55,0,2,0.8,5044,3098.957259775046
IT_265905,2014-01-24,21,330,10,2,0.7,13412,6543.442426504422
IT_265911,2014-01-24,21,37,0,0,3.2,12248,7083.524325373351
IT_265922,2014-01-24,21,274,10,0,0.6,16174,7551.170292308765
IT_265927,2014-01-24,21,356,14,0,5.8,15236,7658.548242600595
IT_265932,2014-01-24,21,345,14,0,7.0,16684,8067.238409472126
IT_265935,2014-01-24,21,312,0,0,1.5,12876,7048.378213937219
IT_265948,2014-01-24,5,90,0,0,151.6,10158,3915.2321113711987
IT_265966,2014-01-25,0,3,0,0,0.2,12900,4871.138237726012
IT_265976,2014-01-25,0,268,0,2,2.0,9763,3190.340933100591
IT_265999,2014-01-25,0,450,0,0,1.2,18336,5239.948146970125
IT_266030,2014-01-25,1,132,0,0,327.3,13317,2546.0910066779225
IT_266056,2014-01-25,18,23,4,0,0.0,2827,1549.4422249242677
IT_266058,2014-01-25,18,23,5,1,0.0,6060,3154.216650704157
IT_266060,2014-01-25,18,23,5,2,0.0,2969,1214.851805257163
IT_266069,2014-01-25,20,55,0,2,0.6,4481,2296.8156152066645
IT_266096,2014-01-25,3,74,0,2,1.7,27150,8258.068354612347
IT_266103,2014-01-25,21,330,10,2,0.5,14087,6533.205143938948
IT_266111,2014-01-25,21,310,0,0,1.9,11543,7162.581029499223
IT_266115,2014-01-25,21,353,0,0,0.5,12346,7348.358272313869
IT_266124,2014-01-25,21,274,10,0,0.7,16327,7454.861176924152
IT_266128,2014-01-25,21,356,14,0,6.9,16901,8042.553409472125
IT_266132,2014-01-25,21,347,1,0,1.7,13089,7015.710259947021
IT_266137,2014-01-25,21,338,0,0,1.0,12087,7304.442893226811
IT_266141,2014-01-25,21,65,0,0,105.5,6076,3905.6172973346816
IT_266155,2014-01-26,7,352,0,0,0.1,32926,13261.40915823697
IT_266157,2014-01-26,12,257,0,0,164.8,29445,11822.794618851629
IT_266166,2014-01-26,0,3,0,0,0.2,13959,5191.225893983592
IT_266175,2014-01-26,0,268,0,2,4.2,9983,3120.392599436657
IT_266188,2014-01-26,0,294,0,2,6.8,13519,3076.6708406230673
IT_266255,2014-01-26,17,11,0,3,141.7,2329,484.1329668471932
IT_266258,2014-01-26,18,23,5,2,0.0,4801,2017.1512809471617
IT_266264,2014-01-26,20,55,0,2,1.2,6162,2964.503078944521
IT_266281,2014-01-26,20,137,0,0,1.5,23615,7353.9534608471895
IT_266298,2014-01-26,21,330,10,2,0.7,14574,6782.0322002978755
IT_266299,2014-01-26,21,437,10,0,38.9,11139,7376.000391448473
IT_266307,2014-01-26,21,310,0,0,1.7,10734,6874.838708328928
IT_266318,2014-01-26,21,446,10,0,56.7,11123,7117.832559229422
IT_266322,2014-01-26,21,274,10,0,0.8,15734,7323.859926860614
IT_266324,2014-01-26,21,449,10,0,3.0,11335,7234.550003779325
IT_266334,2014-01-26,21,338,0,0,1.3,12693,7097.245167646067
IT_266338,2014-01-26,21,65,0,0,165.7,5831,3755.048378616866
IT_266354,2014-01-27,7,27,0,0,8.7,22480,10927.23450154247
IT_266366,2014-01-27,0,3,0,0,0.1,4401,2951.536177419677
IT_266376,2014-01-27,0,268,0,2,6.2,10287,3166.5762534279925
IT_266402,2014-01-27,0,320,0,0,5.7,15559,4037.00746805988
IT_266413,2014-01-27,1,132,0,0,440.4,11438,2395.852310926621
IT_266453,2014-01-27,18,23,5,2,0.0,1964,1073.2845400770782
IT_266498,2014-01-27,21,330,10,2,0.4,13849,6434.280310605614
IT_266499,2014-01-27,21,437,10,0,44.3,2805,2153.9001149085084
IT_266506,2014-01-27,21,310,0,0,1.1,11604,7208.412550667327
IT_266514,2014-01-27,21,14,11,0,6.6,11390,7454.853952641919
IT_266523,2014-01-27,21,274,10,0,1.0,15685,7374.830994320932
IT_266532,2014-01-27,21,347,1,0,1.8,12723,7052.180278108347
IT_266536,2014-01-27,21,312,0,0,1.7,12923,6979.401128045351
IT_266537,2014-01-27,21,338,0,0,1.1,11449,7211.005096819825
IT_266541,2014-01-27,21,65,0,0,156.7,5960,3883.106940514389
IT_266556,2014-01-28,12,257,0,0,188.0,26610,11974.32245218496
IT_266557,2014-01-28,23,183,0,2,353.2,31529,11786.929095042098
IT_266571,2014-01-28,0,364,1,0,0.4,4179,2416.9136506863524
IT_266578,2014-01-28,0,268,0,0,4.4,5792,2282.4095034589427
IT_266594,2014-01-28,0,294,0,2,13.9,16545,3977.5855351988175
IT_266650,2014-01-28,4,175,0,0,0.7,19196,10594.53790069669
IT_266665,2014-01-28,18,23,5,2,0.0,3713,1666.2140198826094
IT_266667,2014-01-28,18,23,12,1,0.0,17064,7113.887902702102
IT_266671,2014-01-28,20,55,0,2,1.0,7774,3524.7536174776696
IT_266684,2014-01-28,20,137,0,0,1.7,16307,6374.582160231965
IT_266700,2014-01-28,21,330,10,2,0.4,12749,6240.095612448995
IT_266703,2014-01-28,21,441,10,0,19.5,11537,7185.286037884169
IT_266715,2014-01-28,21,134,10,0,15.6,15073,7456.9486314015485
IT_266731,2014-01-28,21,345,14,0,7.8,15567,7766.397644735627
IT_266741,2014-01-28,21,211,0,0,2.8,11375,6913.018828869056
IT_266744,2014-01-28,21,453,1,0,1.3,11288,7097.37508457863
IT_266752,2014-01-29,0,0,0,0,4.1,14447,4317.313871985018
IT_266786,2014-01-29,17,358,0,3,3.3,26288,9741.728342853401
IT_266806,2014-01-29,21,353,0,0,1.2,11070,7062.87695813342
IT_266825,2014-01-30,7,27,0,0,10.8,25900,11327.715168209133
IT_266833,2014-01-30,0,3,0,0,0.3,6148,3480.9036700911242
IT_266836,2014-01-30,0,364,1,0,0.2,3618,1914.761478333165
IT_266842,2014-01-30,0,268,0,2,1.3,6227,2834.3914932552034
IT_266855,2014-01-30,0,294,0,2,1.1,14880,4458.388197502748
IT_266915,2014-01-30,4,304,0,0,0.5,24052,13078.106052151821
IT_266927,2014-01-30,17,358,0,3,14.8,21288,5284.996997243815
IT_266950,2014-01-30,20,389,0,2,1.2,16026,5923.363469605795
IT_266955,2014-01-30,20,137,0,0,1.2,24969,7406.401006546115
IT_266974,2014-01-30,21,330,10,2,0.7,13729,6527.505861887666
IT_266977,2014-01-30,21,441,10,0,21.4,10719,6905.067834822433
IT_266981,2014-01-30,21,37,0,0,9.3,11639,7085.7102325675605
IT_266983,2014-01-30,21,310,0,0,6.1,10970,6924.301028116865
IT_266988,2014-01-30,21,353,0,0,1.4,11917,7284.080909538407
IT_266993,2014-01-30,21,355,0,2,2.6,11374,6659.727634783274
IT_266994,2014-01-30,21,446,10,0,41.3,11699,7162.367526299234
IT_266996,2014-01-30,21,274,10,0,0.9,15814,7350.689760193945
IT_266999,2014-01-30,21,449,10,0,3.6,10636,6970.649249147303
IT_267001,2014-01-30,21,345,14,0,10.0,15536,7787.754311402294
IT_267003,2014-01-30,21,312,0,0,1.9,12175,7184.300441092911
IT_267004,2014-01-30,21,338,0,0,1.8,11200,7056.247824277975
IT_267019,2014-01-30,5,98,0,0,11.6,5912,2549.454868870959
IT_267026,2014-01-31,7,203,0,0,9.3,31870,12349.819541151392
IT_267049,2014-01-31,0,268,0,2,5.1,10366,3231.8365787505145
IT_267067,2014-01-31,0,436,1,0,1.6,4666,2347.710755390261
IT_267121,2014-01-31,17,358,0,3,5.4,22595,6368.194161308982
IT_267125,2014-01-31,18,23,5,2,0.0,3590,1670.1848339979174
IT_267130,2014-01-31,20,55,0,2,3.4,6935,3021.5845107425994
IT_267169,2014-01-31,21,310,0,0,7.9,11225,7080.050518503188
IT_267181,2014-01-31,21,449,10,0,2.4,12236,7148.378447434919
IT_267189,2014-01-31,21,338,0,0,1.2,11034,7059.739577181039
IT_267194,2014-01-31,21,360,10,0,0.5,12881,7145.635460183539
IT_267202,2014-01-31,5,90,0,0,59.6,8731,3518.605803804958
IT_267243,2014-02-01,0,436,1,0,2.1,4629,2320.701677655684
IT_267326,2014-02-01,21,310,0,0,8.0,10997,6966.951706993545
IT_267328,2014-02-01,21,353,0,0,1.1,10950,7023.837951630375
IT_267333,2014-02-01,21,355,0,2,2.5,10800,6451.873187188488
IT_267401,2014-02-02,0,436,1,0,1.7,4440,2243.194177236624
IT_267411,2014-02-02,0,320,0,1,14.0,12722,4594.574503863286
IT_267468,2014-02-02,18,23,5,2,0.0,3151,1482.1093436278816
IT_267471,2014-02-02,18,23,11,0,0.0,8058,4162.537777381134
IT_267474,2014-02-02,18,23,12,0,0.0,9188,5905.114433537804
IT_267476,2014-02-02,20,55,0,2,1.6,8472,3376.6634668426746
IT_267495,2014-02-02,20,137,0,0,1.8,20983,6469.591181842648
IT_267513,2014-02-02,21,330,10,2,1.7,13996,6620.131612040897
IT_267517,2014-02-02,21,37,0,0,23.1,11038,6877.31544083358
IT_267519,2014-02-02,21,443,0,2,1.1,8021,5319.155449963018
IT_267534,2014-02-02,21,449,10,0,2.3,11153,7099.083442252308
IT_267544,2014-02-02,21,338,0,0,1.7,10117,6842.479432031046
IT_267555,2014-02-02,5,108,0,0,113.3,6071,2694.771692931187
IT_267556,2014-02-02,5,90,0,0,29.4,7531,3211.202391684469
IT_267599,2014-02-03,0,282,0,2,6.6,5950,2408.13707316225
IT_267604,2014-02-03,0,436,1,0,2.4,6157,2794.540643746864
IT_267652,2014-02-03,17,228,0,3,444.7,14598,5076.956414282267
IT_267654,2014-02-03,17,11,0,3,686.8,1879,488.4844408323945
IT_267656,2014-02-03,18,23,5,2,0.0,3454,1448.4588729915354
IT_267662,2014-02-03,20,55,0,2,0.4,4221,2207.5795630622397
IT_267707,2014-02-03,21,330,10,2,2.2,13145,6360.734604667133
IT_267711,2014-02-03,21,37,0,0,16.7,9838,6506.775196995815
IT_267713,2014-02-03,21,443,0,2,1.9,7638,5060.442873973571
IT_267714,2014-02-03,21,310,0,0,6.6,10408,6773.598012856241
IT_267721,2014-02-03,21,134,10,0,22.2,12951,7192.880622099491
IT_267735,2014-02-03,21,365,0,0,0.2,6838,4706.349223680805
IT_267764,2014-02-04,23,183,0,2,427.2,27704,11846.841595042097
IT_267808,2014-02-04,0,436,1,0,2.4,4410,2176.495362737095
IT_267819,2014-02-04,0,320,0,1,10.7,12794,4556.86470416442
IT_267844,2014-02-04,1,132,0,0,739.2,9589,2362.6919213561046
IT_267885,2014-02-04,18,23,5,2,0.0,3326,1251.9019711981903
IT_267929,2014-02-04,21,330,10,2,2.4,13202,6654.639645639931
IT_267932,2014-02-04,21,441,10,0,27.7,10323,6782.189197074326
IT_267938,2014-02-04,21,443,0,2,1.6,7577,5067.391531740028
IT_267939,2014-02-04,21,310,0,0,9.1,9352,6323.539022849145
IT_267944,2014-02-04,21,353,0,0,1.7,11706,7183.87438367007
IT_267945,2014-02-04,21,134,10,0,25.5,13146,7227.677045766098
IT_267951,2014-02-04,21,446,10,0,47.8,10059,6755.442525300363
IT_267954,2014-02-04,21,274,10,0,1.9,13411,7288.35873499415
IT_267957,2014-02-04,21,365,0,0,0.3,6827,4681.565733187631
IT_267970,2014-02-04,21,65,0,0,155.1,6027,3929.8061051781306
IT_268027,2014-02-05,0,320,0,0,17.6,21931,4848.405853895293
IT_268040,2014-02-05,20,55,0,2,3.1,5176,2541.5425719233103
IT_268075,2014-02-05,21,14,11,0,5.4,9439,6558.205211250711
IT_268107,2014-02-06,0,3,0,0,0.9,2874,1697.714014404742
IT_268195,2014-02-06,4,270,0,0,0.9,22499,12845.130753906209
IT_268249,2014-02-06,21,330,10,2,3.6,14017,6689.289610791445
IT_268250,2014-02-06,21,437,10,0,66.8,10038,6858.684222334052
IT_268256,2014-02-06,21,37,0,0,27.7,10287,6747.1300256826635
IT_268259,2014-02-06,21,310,0,0,0.0,10273,6887.186286588008
IT_268265,2014-02-06,21,134,10,0,26.4,13114,7202.1130457660975
IT_268272,2014-02-06,21,446,10,0,53.2,9550,6657.363950151842
IT_268275,2014-02-06,21,274,10,0,2.0,12961,7114.035374873466
IT_268284,2014-02-06,21,312,0,0,3.0,10382,6781.711541267055
IT_268285,2014-02-06,21,338,0,0,1.2,9307,6352.9909122069
IT_268300,2014-02-06,5,90,0,0,17.8,7291,3162.2330551879927
IT_268323,2014-02-07,0,364,1,0,0.3,4657,2599.751234533221
IT_268331,2014-02-07,0,268,0,2,5.0,5730,2178.4910974761465
IT_268364,2014-02-07,0,320,0,1,5.0,27416,6505.053754732196
IT_268398,2014-02-07,17,358,0,3,15.4,13749,3806.864554042252
IT_268400,2014-02-07,18,23,5,2,0.0,3434,1431.5136646582023
IT_268406,2014-02-07,20,55,0,2,2.6,5694,2782.6916607520484
IT_268447,2014-02-07,21,330,10,2,4.9,12451,6518.309890158675
IT_268455,2014-02-07,21,310,0,0,6.4,10973,6924.301028116865
IT_268463,2014-02-07,21,340,0,0,9.8,8823,6095.0111458994925
IT_268469,2014-02-07,21,274,10,0,2.2,12470,6982.969010699399
IT_268472,2014-02-07,21,365,0,0,0.2,6537,4463.913664793636
IT_268475,2014-02-07,21,356,14,0,28.3,16165,7826.5022149647175
IT_268476,2014-02-07,21,231,15,0,2.8,10252,6960.712002308896
IT_268486,2014-02-07,21,65,0,0,310.7,6161,3927.467099000938
IT_268497,2014-02-07,22,230,0,1,30.0,14391,7182.5009365858405
IT_268517,2014-02-08,0,364,1,0,0.2,4172,2442.02851803517
IT_268552,2014-02-08,0,450,0,0,7.5,17259,4156.400543129478
IT_268591,2014-02-08,1,132,0,0,540.3,11261,2391.850735927785
IT_268630,2014-02-08,20,55,0,2,1.9,6473,2786.784124453115
IT_268644,2014-02-08,20,148,0,0,0.7,3260,1890.3452181833895
IT_268651,2014-02-08,20,137,0,0,3.2,13619,4320.264321626578
IT_268669,2014-02-08,21,330,10,2,5.7,13630,6705.5714368148365
IT_268672,2014-02-08,21,441,10,0,39.0,10569,6715.299599487065
IT_268678,2014-02-08,21,310,0,0,7.3,9955,6676.509749498176
IT_268683,2014-02-08,21,353,0,0,1.1,11190,7108.339713707968
IT_268690,2014-02-08,21,355,0,2,10.0,9528,5989.581863104557
IT_268695,2014-02-08,21,274,10,0,2.2,13028,7053.892432570265
IT_268719,2014-02-08,21,453,0,0,1.7,9188,6244.49675971302
IT_268734,2014-02-09,7,203,0,0,9.3,30356,12403.93204115139
IT_268756,2014-02-09,0,268,0,2,19.9,5793,2073.709005235405
IT_268834,2014-02-09,8,140,1,2,46.2,2391,1336.2324198135993
IT_268841,2014-02-09,20,55,0,2,1.3,5018,2623.302893838602
IT_268890,2014-02-09,21,37,0,0,35.9,9916,6495.928387292066
IT_268893,2014-02-09,21,310,0,0,5.7,10603,6849.476255215604
IT_268904,2014-02-09,21,446,10,0,56.8,9237,6512.356914336998
IT_268906,2014-02-09,21,274,10,0,2.2,11513,7060.812689774636
IT_268909,2014-02-09,21,449,10,0,4.2,10289,6868.279965911282
IT_268912,2014-02-09,21,231,15,0,3.6,9719,6756.722742404151
IT_268958,2014-02-10,0,364,1,0,0.2,3898,2207.4728349253883
IT_268994,2014-02-10,0,320,0,1,7.0,21692,5857.550797254758
IT_269018,2014-02-10,20,55,0,2,1.9,7188,3057.8964949277834
IT_269029,2014-02-10,20,148,0,0,1.1,3326,1765.6770439570798
IT_269056,2014-02-10,21,310,0,0,11.1,9410,6333.2203103194615
IT_269067,2014-02-10,21,355,0,2,7.8,10916,6398.357689922098
IT_269105,2014-02-11,0,364,1,0,0.3,4403,2456.7438327412992
IT_269172,2014-02-11,20,55,0,2,1.0,5004,2756.7862323492986
IT_269213,2014-02-11,21,443,0,2,1.9,8270,5380.003764384717
IT_269221,2014-02-11,21,353,0,0,1.8,11687,7164.169165862858
IT_269236,2014-02-11,21,449,10,0,4.2,11412,7279.766249577645
IT_269267,2014-02-12,0,3,0,0,0.4,4144,2644.0763940723423
IT_269290,2014-02-12,0,286,0,0,0.2,5906,3072.8477303792843
IT_269308,2014-02-12,1,132,0,0,281.1,11120,2420.0826260002946
IT_269317,2014-02-12,20,55,0,2,3.1,4631,2272.2396016406487
IT_269327,2014-02-12,20,115,0,0,0.5,4952,2906.901665762268
IT_269384,2014-02-13,0,364,1,0,0.3,5009,2625.861708098554
IT_269420,2014-02-13,0,450,0,0,6.6,4432,1763.9656800715948
IT_269451,2014-02-13,1,132,0,0,389.6,11399,2367.046059633199
IT_269468,2014-02-13,18,23,6,2,2229.0,3297,1178.8865603680142
IT_269520,2014-02-13,21,296,0,0,0.0,9809,6671.000052503245
IT_269525,2014-02-13,21,37,0,0,31.4,9179,6154.710798258399
IT_269528,2014-02-13,21,310,0,0,10.1,9004,6189.724483883919
IT_269532,2014-02-13,21,353,0,0,1.7,10889,6973.907406230799
IT_269540,2014-02-13,21,446,10,0,57.2,8869,6075.897103917648
IT_269546,2014-02-13,21,449,10,0,2.8,9577,6545.67407427401
IT_269559,2014-02-13,21,65,0,0,475.5,5835,3554.1557171053673
IT_269606,2014-02-14,0,268,0,2,13.0,5344,1846.2879534992687
IT_269639,2014-02-14,0,320,0,0,5.8,26118,5326.317535454237
IT_269689,2014-02-14,20,55,0,2,3.0,7462,3169.5683743222617
IT_269705,2014-02-14,20,148,0,0,0.5,4090,2263.8808789791183
IT_269742,2014-02-14,21,310,0,0,16.5,7613,5076.554569190577
IT_269748,2014-02-14,21,14,11,0,20.8,8271,5488.81384735115
IT_269759,2014-02-14,21,449,10,0,3.4,10171,6876.281261995559
IT_269769,2014-02-14,21,338,0,0,1.6,8672,5778.728833178814
IT_269784,2014-02-14,5,121,0,0,4.8,4171,1731.3244901799815
IT_269785,2014-02-14,5,98,0,0,7.2,4212,1753.571820259539
IT_269813,2014-02-15,0,268,0,2,20.8,5779,2063.721505235405
IT_269834,2014-02-15,0,282,0,2,9.6,7419,3394.6891582874932
IT_269899,2014-02-15,18,23,14,2,3192.5,4568,1448.440906725383
IT_269900,2014-02-15,18,23,5,2,0.0,3841,1979.9394094605916
IT_269903,2014-02-15,18,23,12,2,0.0,12520,4524.992893027477
IT_269907,2014-02-15,20,55,0,2,5.7,4911,2321.063641387447
IT_269923,2014-02-15,20,148,0,0,2.3,4031,2039.4571034497346
IT_269943,2014-02-15,20,116,0,0,0.9,7061,3818.394967611651
IT_269964,2014-02-15,21,310,0,0,19.0,7580,5072.44909484606
IT_269969,2014-02-15,21,353,0,0,2.4,11474,7148.7295819762185
IT_269971,2014-02-15,21,14,11,0,15.3,7612,5125.31652853779
IT_269976,2014-02-15,21,446,10,0,64.1,8957,6158.396475644224
IT_269984,2014-02-15,21,231,15,0,2.3,10066,6877.677491477847
IT_269996,2014-02-15,21,65,0,0,516.3,6422,3681.788393205594
IT_270011,2014-02-15,22,230,0,1,33.4,13334,6858.774303551248
IT_270025,2014-02-16,0,3,0,0,0.8,4366,2630.313599084566
IT_270029,2014-02-16,0,70,0,0,0.6,6313,3022.2570233868323
IT_270036,2014-02-16,0,268,0,2,13.1,5155,1847.8649580361182
IT_270057,2014-02-16,0,294,0,2,15.4,8033,2978.7201002456695
IT_270086,2014-02-16,20,55,0,2,0.5,3415,1712.6654619497153
IT_270129,2014-02-16,21,449,10,0,3.5,9746,6716.875036819954
IT_270157,2014-02-17,0,364,1,0,0.4,4747,2637.8313954551936
IT_270254,2014-02-17,4,297,0,0,0.7,16977,10761.128676120574
IT_270264,2014-02-17,18,23,12,2,0.0,11237,4639.01856508145
IT_270268,2014-02-17,20,55,0,2,0.9,4208,2260.9595758733935
IT_270282,2014-02-17,20,148,0,0,1.8,3718,1875.4127332187197
IT_270297,2014-02-17,20,115,0,0,0.4,3912,2534.965027867
IT_270330,2014-02-17,21,353,0,0,3.0,10362,6784.724041267054
IT_270332,2014-02-17,21,14,11,0,16.9,7954,5235.480369587047
IT_270341,2014-02-17,21,365,0,0,1.4,5623,3820.1640321083682
IT_270342,2014-02-17,21,449,10,0,4.6,9967,6830.319922882601
IT_270394,2014-02-18,0,364,1,0,0.2,4433,2500.18124304792
IT_270427,2014-02-18,0,436,1,0,2.7,5420,2580.7571203346615
IT_270428,2014-02-18,0,450,0,2,8.1,17468,5788.383568100869
IT_270485,2014-02-18,20,55,0,2,2.9,4988,2502.5532482374606
IT_270500,2014-02-18,20,148,0,0,0.8,3188,1838.9497577570592
IT_270537,2014-02-18,21,310,0,0,9.6,6800,4541.6660067526445
IT_270543,2014-02-18,21,353,0,0,3.2,10354,6778.170041267054
IT_270545,2014-02-18,21,14,11,0,21.2,8155,5461.7267001267965
IT_270549,2014-02-18,21,446,10,0,63.1,8345,5639.584574296709
IT_270556,2014-02-18,21,365,0,0,0.6,6292,4232.258361321303
IT_270566,2014-02-18,21,338,0,0,2.7,7648,5135.710943676443
IT_270628,2014-02-19,0,320,0,0,15.8,21665,4815.759391906989
IT_270642,2014-02-19,20,55,0,2,2.6,4725,2204.6622058417724
IT_270674,2014-02-19,21,353,0,0,3.4,9652,6492.011526763224
IT_270675,2014-02-19,21,14,11,0,28.9,7325,4982.093957850879
IT_270682,2014-02-19,21,449,10,0,4.5,8713,5898.443693575016
IT_270716,2014-02-20,0,364,1,0,0.4,4841,2662.8091982267424
IT_270747,2014-02-20,0,282,0,2,22.4,8004,3460.787377903983
IT_270839,2014-02-20,20,148,0,0,1.2,4347,2233.940188250366
IT_270873,2014-02-20,21,437,10,0,95.8,6589,4491.2320427009
IT_270887,2014-02-20,21,14,11,0,28.9,7536,5046.0177100434075
IT_270898,2014-02-20,21,449,10,0,4.4,9591,6719.958435456945
IT_270943,2014-02-21,0,364,1,0,0.3,3806,2081.7769006980925
IT_270951,2014-02-21,0,268,0,2,15.0,5608,1992.6681959741388
IT_270974,2014-02-21,0,294,0,2,19.5,18767,4540.849226979424
IT_270980,2014-02-21,0,450,0,2,12.7,16091,5158.568911239283
IT_271071,2014-02-21,20,148,0,0,1.0,3184,1778.7035673208293
IT_271121,2014-02-21,21,274,10,0,2.9,8867,6122.679183414209
IT_271158,2014-02-22,7,27,0,0,11.0,10176,5631.9839533331615
IT_271172,2014-02-22,0,364,1,0,0.4,4325,2455.822580977392
IT_271207,2014-02-22,0,450,0,0,0.0,5792,2810.3919922676905
IT_271254,2014-02-22,17,358,0,3,22.7,23684,9189.212620069351
IT_271308,2014-02-22,21,310,0,0,0.0,6955,4815.437515990664
IT_271313,2014-02-22,21,134,10,0,18.8,10455,6749.40433220962
IT_271349,2014-02-23,7,27,0,0,13.2,11098,5863.39410070019
IT_271365,2014-02-23,0,364,1,0,0.4,4064,2344.9751830867604
